Mouse_Tissue_ID,Experiment,bc1_well,well_type,Tissue,Genotype,Protocol,Chemistry,Multiplexed_sample1,Multiplexed_sample2,Row,Column,SampleType,Sex,Age,Notes,DOB,Age_days,Body_weight_g,Estrus_cycle,Dissection_date,Dissection_time,Dissector,Tissue_weight_mg
032_AJ_10F_06,igvf_004,C7,Single,Heart,AJ,Parse_WT_Mega,v2,NA,NA,C,7,Nuclei,Female,PNM_02,NA,7/26/22,69,25,Estrus,10/3/22,11:00 AM,GM,136
035_AJ_10M_06,igvf_004,C8,Single,Heart,AJ,Parse_WT_Mega,v2,NA,NA,C,8,Nuclei,Male,PNM_02,NA,7/26/22,69,26.5,NA,10/3/22,1:20 PM,GM,162
076_PWKJ_10F_06,igvf_004,D1,Single,Heart,PWKJ,Parse_WT_Mega,v2,NA,NA,D,1,Nuclei,Female,PNM_02,NA,8/16/22,69,13.2,Estrus,10/24/22,9:32 AM,GM,121
077_PWKJ_10M_06,igvf_004,D2,Single,Heart,PWKJ,Parse_WT_Mega,v2,NA,NA,D,2,Nuclei,Male,PNM_02,NA,8/16/22,69,16.6,NA,10/24/22,11:21 AM,GM,129
078_PWKJ_10F_06,igvf_004,D3,Single,Heart,PWKJ,Parse_WT_Mega,v2,NA,NA,D,3,Nuclei,Female,PNM_02,NA,8/16/22,69,13.6,Estrus,10/24/22,9:58 AM,GM,130
079_PWKJ_10M_06,igvf_004,D4,Single,Heart,PWKJ,Parse_WT_Mega,v2,NA,NA,D,4,Nuclei,Male,PNM_02,NA,8/16/22,69,13.7,NA,10/24/22,11:47 AM,GM,113
080_PWKJ_10F_06,igvf_004,D5,Single,Heart,PWKJ,Parse_WT_Mega,v2,NA,NA,D,5,Nuclei,Female,PNM_02,NA,8/16/22,69,13.6,Estrus,10/24/22,10:23 AM,GM,125
081_PWKJ_10M_06,igvf_004,D6,Single,Heart,PWKJ,Parse_WT_Mega,v2,NA,NA,D,6,Nuclei,Male,PNM_02,NA,8/16/22,69,15.1,NA,10/24/22,12:15 PM,GM,134
084_PWKJ_10F_06,igvf_004,D7,Single,Heart,PWKJ,Parse_WT_Mega,v2,NA,NA,D,7,Nuclei,Female,PNM_02,NA,9/13/22,69,13.9,Proestrus,11/21/22,10:31 AM,GM,128
085_PWKJ_10M_06,igvf_004,D8,Single,Heart,PWKJ,Parse_WT_Mega,v2,NA,NA,D,8,Nuclei,Male,PNM_02,NA,9/13/22,69,17.1,NA,11/21/22,11:05 AM,GM,119
036_129S1J_10F_06,igvf_004,E1,Single,Heart,129S1J,Parse_WT_Mega,v2,NA,NA,E,1,Nuclei,Female,PNM_02,NA,7/26/22,72,19.5,Diestrus,10/6/22,8:30 AM,GM,118
037_129S1J_10M_06,igvf_004,E2,Single,Heart,129S1J,Parse_WT_Mega,v2,NA,NA,E,2,Nuclei,Male,PNM_02,NA,7/26/22,72,24.5,NA,10/6/22,10:40 AM,GM,146
038_129S1J_10F_06,igvf_004,E3,Single,Heart,129S1J,Parse_WT_Mega,v2,NA,NA,E,3,Nuclei,Female,PNM_02,NA,7/26/22,72,21.1,Diestrus,10/6/22,9:00 AM,GM,124
041_129S1J_10M_06,igvf_004,E4,Single,Heart,129S1J,Parse_WT_Mega,v2,NA,NA,E,4,Nuclei,Male,PNM_02,NA,7/26/22,72,25.5,NA,10/6/22,11:20 AM,GM,158
040_129S1J_10F_06,igvf_004,E5,Single,Heart,129S1J,Parse_WT_Mega,v2,NA,NA,E,5,Nuclei,Female,PNM_02,NA,7/26/22,72,20.5,Diestrus,10/6/22,9:30 AM,GM,132
043_129S1J_10M_06,igvf_004,E6,Single,Heart,129S1J,Parse_WT_Mega,v2,NA,NA,E,6,Nuclei,Male,PNM_02,NA,7/26/22,72,25,NA,10/6/22,11:40 AM,GM,147
044_129S1J_10F_06,igvf_004,E7,Single,Heart,129S1J,Parse_WT_Mega,v2,NA,NA,E,7,Nuclei,Female,PNM_02,NA,7/26/22,72,20.6,Diestrus,10/6/22,10:20 AM,GM,133
045_129S1J_10M_06,igvf_004,E8,Single,Heart,129S1J,Parse_WT_Mega,v2,NA,NA,E,8,Nuclei,Male,PNM_02,NA,7/26/22,72,24.8,NA,10/6/22,12:00 PM,GM,154
086_CASTJ_10F_06,igvf_004,F1,Single,Heart,CASTJ,Parse_WT_Mega,v2,NA,NA,F,1,Nuclei,Female,PNM_02,NA,8/2/22,69,11.8,Diestrus,10/10/22,9:30 AM,GM,110
087_CASTJ_10M_06,igvf_004,F2,Single,Heart,CASTJ,Parse_WT_Mega,v2,NA,NA,F,2,Nuclei,Male,PNM_02,NA,8/9/22,69,15.2,NA,10/17/22,12:57 PM,GM,113
088_CASTJ_10F_06,igvf_004,F3,Single,Heart,CASTJ,Parse_WT_Mega,v2,NA,NA,F,3,Nuclei,Female,PNM_02,NA,8/2/22,69,13,Diestrus,10/10/22,10:00 AM,GM,98
089_CASTJ_10M_06,igvf_004,F4,Single,Heart,CASTJ,Parse_WT_Mega,v2,NA,NA,F,4,Nuclei,Male,PNM_02,NA,8/9/22,69,15.8,NA,10/17/22,1:43 PM,GM,123
090_CASTJ_10F_06,igvf_004,F5,Single,Heart,CASTJ,Parse_WT_Mega,v2,NA,NA,F,5,Nuclei,Female,PNM_02,NA,8/2/22,69,12.4,DiestrusProestrus,10/10/22,10:30 AM,GM,98
091_CASTJ_10M_06,igvf_004,F6,Single,Heart,CASTJ,Parse_WT_Mega,v2,NA,NA,F,6,Nuclei,Male,PNM_02,NA,8/9/22,72,16.4,NA,10/20/22,12:38 PM,GM,151
094_CASTJ_10F_06,igvf_004,F7,Single,Heart,CASTJ,Parse_WT_Mega,v2,NA,NA,F,7,Nuclei,Female,PNM_02,NA,8/16/22,69,13.6,Diestrus,10/24/22,10:48 AM,GM,104
093_CASTJ_10M_06,igvf_004,F8,Single,Heart,CASTJ,Parse_WT_Mega,v2,NA,NA,F,8,Nuclei,Male,PNM_02,NA,8/9/22,72,16.6,NA,10/20/22,1:05 PM,GM,113
058_WSBJ_10F_06,igvf_004,G1,Single,Heart,WSBJ,Parse_WT_Mega,v2,NA,NA,G,1,Nuclei,Female,PNM_02,Repeat,8/9/22,69,12.9,NA,10/17/22,9:46 AM,GM,94
057_WSBJ_10M_06,igvf_004,G2,Single,Heart,WSBJ,Parse_WT_Mega,v2,NA,NA,G,2,Nuclei,Male,PNM_02,Repeat,8/9/22,69,15.8,NA,10/17/22,11:07 AM,GM,129
060_WSBJ_10F_06,igvf_004,G3,Single,Heart,WSBJ,Parse_WT_Mega,v2,NA,NA,G,3,Nuclei,Female,PNM_02,NA,8/9/22,69,12.5,NA,10/17/22,10:14 AM,GM,101
059_WSBJ_10M_06,igvf_004,G4,Single,Heart,WSBJ,Parse_WT_Mega,v2,NA,NA,G,4,Nuclei,Male,PNM_02,NA,8/9/22,69,16.9,NA,10/17/22,11:28 AM,GM,126
062_WSBJ_10F_06,igvf_004,G5,Single,Heart,WSBJ,Parse_WT_Mega,v2,NA,NA,G,5,Nuclei,Female,PNM_02,Repeat,8/9/22,69,12.8,NA,10/17/22,10:38 AM,GM,136
061_WSBJ_10M_06,igvf_004,G6,Single,Heart,WSBJ,Parse_WT_Mega,v2,NA,NA,G,6,Nuclei,Male,PNM_02,NA,8/9/22,69,15.7,NA,10/17/22,12:10 PM,GM,120
096_WSBJ_10F_06,igvf_004,G7,Single,Heart,WSBJ,Parse_WT_Mega,v2,NA,NA,G,7,Nuclei,Female,PNM_02,NA,8/23/22,69,12.2,Metestrus,10/31/22,10:35 AM,GM,92
063_WSBJ_10M_06,igvf_004,G8,Single,Heart,WSBJ,Parse_WT_Mega,v2,NA,NA,G,8,Nuclei,Male,PNM_02,NA,8/9/22,69,15.5,NA,10/17/22,12:31 PM,GM,115
046_NZOJ_10F_06,igvf_004,H1,Single,Heart,NZOJ,Parse_WT_Mega,v2,NA,NA,H,1,Nuclei,Female,PNM_02,NA,8/2/22,69,43.6,Diestrus,10/10/22,11:00 AM,GM,240
047_NZOJ_10M_06,igvf_004,H2,Single,Heart,NZOJ,Parse_WT_Mega,v2,NA,NA,H,2,Nuclei,Male,PNM_02,NA,8/2/22,69,42.8,NA,10/10/22,2:30 PM,GM,242
048_NZOJ_10F_06,igvf_004,H3,Single,Heart,NZOJ,Parse_WT_Mega,v2,NA,NA,H,3,Nuclei,Female,PNM_02,NA,8/2/22,69,44.9,Diestrus,10/10/22,11:30 AM,GM,196
049_NZOJ_10M_06,igvf_004,H4,Single,Heart,NZOJ,Parse_WT_Mega,v2,NA,NA,H,4,Nuclei,Male,PNM_02,NA,8/2/22,69,42.4,NA,10/10/22,3:00 PM,GM,234
050_NZOJ_10F_06,igvf_004,H5,Single,Heart,NZOJ,Parse_WT_Mega,v2,NA,NA,H,5,Nuclei,Female,PNM_02,NA,8/2/22,69,41.8,Estrus,10/10/22,12:00 PM,GM,195
051_NZOJ_10M_06,igvf_004,H6,Single,Heart,NZOJ,Parse_WT_Mega,v2,NA,NA,H,6,Nuclei,Male,PNM_02,NA,8/2/22,69,45.5,NA,10/10/22,3:30 PM,GM,232
052_NZOJ_10F_06,igvf_004,H7,Single,Heart,NZOJ,Parse_WT_Mega,v2,NA,NA,H,7,Nuclei,Female,PNM_02,NA,8/2/22,69,40.2,Estrus,10/10/22,12:30 PM,GM,222
053_NZOJ_10M_06,igvf_004,H8,Single,Heart,NZOJ,Parse_WT_Mega,v2,NA,NA,H,8,Nuclei,Male,PNM_02,NA,8/2/22,69,42.4,NA,10/10/22,4:00 PM,GM,225
AB_M1_05,igvf_004,A10,Multiplexed,Liver,B6J/NODJ,Parse_WT_Mega,v2,017_B6J_10M_05,067_NODJ_10M_05,A,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
AB_F2_05,igvf_004,A11,Multiplexed,Liver,B6J/NODJ,Parse_WT_Mega,v2,018_B6J_10F_05,068_NODJ_10F_05,A,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
AB_M2_05,igvf_004,A12,Multiplexed,Liver,B6J/NODJ,Parse_WT_Mega,v2,019_B6J_10M_05,069_NODJ_10M_05,A,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
AB_F1_05,igvf_004,A9,Multiplexed,Liver,B6J/NODJ,Parse_WT_Mega,v2,016_B6J_10F_05,066_NODJ_10F_05,A,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
AB_M3_05,igvf_004,B10,Multiplexed,Liver,B6J/NODJ,Parse_WT_Mega,v2,021_B6J_10M_05,071_NODJ_10M_05,B,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
AB_F4_05,igvf_004,B11,Multiplexed,Liver,B6J/NODJ,Parse_WT_Mega,v2,024_B6J_10F_05,072_NODJ_10F_05,B,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
AB_M4_05,igvf_004,B12,Multiplexed,Liver,B6J/NODJ,Parse_WT_Mega,v2,025_B6J_10M_05,073_NODJ_10M_05,B,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
AB_F3_05,igvf_004,B9,Multiplexed,Liver,B6J/NODJ,Parse_WT_Mega,v2,020_B6J_10F_05,070_NODJ_10F_05,B,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
CD_M1_05,igvf_004,C10,Multiplexed,Liver,AJ/PWKJ,Parse_WT_Mega,v2,029_AJ_10M_05,077_PWKJ_10M_05,C,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
CD_F2_05,igvf_004,C11,Multiplexed,Liver,AJ/PWKJ,Parse_WT_Mega,v2,028_AJ_10F_05,078_PWKJ_10F_05,C,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
CD_M2_05,igvf_004,C12,Multiplexed,Liver,AJ/PWKJ,Parse_WT_Mega,v2,031_AJ_10M_05,079_PWKJ_10M_05,C,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
CD_F1_05,igvf_004,C9,Multiplexed,Liver,AJ/PWKJ,Parse_WT_Mega,v2,026_AJ_10F_05,076_PWKJ_10F_05,C,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
CD_M3_05,igvf_004,D10,Multiplexed,Liver,AJ/PWKJ,Parse_WT_Mega,v2,033_AJ_10M_05,081_PWKJ_10M_05,D,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
CD_F4_05,igvf_004,D11,Multiplexed,Liver,AJ/PWKJ,Parse_WT_Mega,v2,032_AJ_10F_05,084_PWKJ_10F_05,D,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
CD_M4_05,igvf_004,D12,Multiplexed,Liver,AJ/PWKJ,Parse_WT_Mega,v2,035_AJ_10M_05,085_PWKJ_10M_05,D,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
CD_F3_05,igvf_004,D9,Multiplexed,Liver,AJ/PWKJ,Parse_WT_Mega,v2,030_AJ_10F_05,080_PWKJ_10F_05,D,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
EF_M1_05,igvf_004,E10,Multiplexed,Liver,129S1J/CASTJ,Parse_WT_Mega,v2,037_129S1J_10M_05,087_CASTJ_10M_05,E,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
EF_F2_05,igvf_004,E11,Multiplexed,Liver,129S1J/CASTJ,Parse_WT_Mega,v2,038_129S1J_10F_05,088_CASTJ_10F_05,E,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
EF_M2_05,igvf_004,E12,Multiplexed,Liver,129S1J/CASTJ,Parse_WT_Mega,v2,041_129S1J_10M_05,089_CASTJ_10M_05,E,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
EF_F1_05,igvf_004,E9,Multiplexed,Liver,129S1J/CASTJ,Parse_WT_Mega,v2,036_129S1J_10F_05,086_CASTJ_10F_05,E,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
EF_M3_05,igvf_004,F10,Multiplexed,Liver,129S1J/CASTJ,Parse_WT_Mega,v2,043_129S1J_10M_05,091_CASTJ_10M_05,F,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
EF_F4_05,igvf_004,F11,Multiplexed,Liver,129S1J/CASTJ,Parse_WT_Mega,v2,044_129S1J_10F_05,094_CASTJ_10F_05,F,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
EF_M4_05,igvf_004,F12,Multiplexed,Liver,129S1J/CASTJ,Parse_WT_Mega,v2,045_129S1J_10M_05,093_CASTJ_10M_05,F,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
EF_F3_05,igvf_004,F9,Multiplexed,Liver,129S1J/CASTJ,Parse_WT_Mega,v2,040_129S1J_10F_05,090_CASTJ_10F_05,F,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
GH_M1_05,igvf_004,G10,Multiplexed,Liver,WSBJ/NZOJ,Parse_WT_Mega,v2,057_WSBJ_10M_05,047_NZOJ_10M_05,G,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
GH_F2_05,igvf_004,G11,Multiplexed,Liver,WSBJ/NZOJ,Parse_WT_Mega,v2,060_WSBJ_10F_05,048_NZOJ_10F_05,G,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
GH_M2_05,igvf_004,G12,Multiplexed,Liver,WSBJ/NZOJ,Parse_WT_Mega,v2,059_WSBJ_10M_05,049_NZOJ_10M_05,G,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
GH_F1_05,igvf_004,G9,Multiplexed,Liver,WSBJ/NZOJ,Parse_WT_Mega,v2,058_WSBJ_10F_05,046_NZOJ_10F_05,G,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
GH_M3_05,igvf_004,H10,Multiplexed,Liver,WSBJ/NZOJ,Parse_WT_Mega,v2,061_WSBJ_10M_05,051_NZOJ_10M_05,H,10,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
GH_F4_05,igvf_004,H11,Multiplexed,Liver,WSBJ/NZOJ,Parse_WT_Mega,v2,096_WSBJ_10F_05,052_NZOJ_10F_05,H,11,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
GH_M4_05,igvf_004,H12,Multiplexed,Liver,WSBJ/NZOJ,Parse_WT_Mega,v2,063_WSBJ_10M_05,053_NZOJ_10M_05,H,12,Nuclei,Male,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
GH_F3_05,igvf_004,H9,Multiplexed,Liver,WSBJ/NZOJ,Parse_WT_Mega,v2,062_WSBJ_10F_05,050_NZOJ_10F_05,H,9,Nuclei,Female,PNM_02,NA,NA,NA,NA,NA,NA,NA,GM,NA
016_B6J_10F_05,igvf_005,A1,Single,Liver,B6J,Parse_WT_Mega,v2,NA,NA,A,1,Nuclei,Female,PNM_02,NA,8/16/22,72,21.1,Diestrus,10/27/22,9:01 AM,GM,966
017_B6J_10M_05,igvf_005,A2,Single,Liver,B6J,Parse_WT_Mega,v2,NA,NA,A,2,Nuclei,Male,PNM_02,NA,8/16/22,72,26.3,NA,10/27/22,11:44 AM,GM,1078
018_B6J_10F_05,igvf_005,A3,Single,Liver,B6J,Parse_WT_Mega,v2,NA,NA,A,3,Nuclei,Female,PNM_02,NA,8/16/22,72,21,Proestrus,10/27/22,9:38 AM,GM,946
019_B6J_10M_05,igvf_005,A4,Single,Liver,B6J,Parse_WT_Mega,v2,NA,NA,A,4,Nuclei,Male,PNM_02,NA,8/16/22,72,29,NA,10/27/22,12:12 PM,GM,1577
020_B6J_10F_05,igvf_005,A5,Single,Liver,B6J,Parse_WT_Mega,v2,NA,NA,A,5,Nuclei,Female,PNM_02,NA,8/16/22,72,18.5,Diestrus,10/27/22,10:14 AM,GM,748
021_B6J_10M_05,igvf_005,A6,Single,Liver,B6J,Parse_WT_Mega,v2,NA,NA,A,6,Nuclei,Male,PNM_02,NA,8/16/22,72,27.8,NA,10/27/22,12:38 PM,GM,1418
024_B6J_10F_05,igvf_005,A7,Single,Liver,B6J,Parse_WT_Mega,v2,NA,NA,A,7,Nuclei,Female,PNM_02,NA,8/16/22,72,20.7,Estrus,10/27/22,11:13 AM,GM,857
025_B6J_10M_05,igvf_005,A8,Single,Liver,B6J,Parse_WT_Mega,v2,NA,NA,A,8,Nuclei,Male,PNM_02,NA,8/16/22,72,27.7,NA,10/27/22,1:39 PM,GM,1351
066_NODJ_10F_05,igvf_005,B1,Single,Liver,NODJ,Parse_WT_Mega,v2,NA,NA,B,1,Nuclei,Female,PNM_02,NA,8/9/22,72,15.8,Proestrus,10/20/22,9:07 AM,GM,603
067_NODJ_10M_05,igvf_005,B2,Single,Liver,NODJ,Parse_WT_Mega,v2,NA,NA,B,2,Nuclei,Male,PNM_02,NA,8/9/22,72,26,NA,10/20/22,10:42 AM,GM,1248
068_NODJ_10F_05,igvf_005,B3,Single,Liver,NODJ,Parse_WT_Mega,v2,NA,NA,B,3,Nuclei,Female,PNM_02,NA,8/9/22,72,20,Metestrus,10/20/22,9:29 AM,GM,776
069_NODJ_10M_05,igvf_005,B4,Single,Liver,NODJ,Parse_WT_Mega,v2,NA,NA,B,4,Nuclei,Male,PNM_02,NA,8/9/22,72,25.5,NA,10/20/22,11:10 AM,GM,1216
070_NODJ_10F_05,igvf_005,B5,Single,Liver,NODJ,Parse_WT_Mega,v2,NA,NA,B,5,Nuclei,Female,PNM_02,NA,8/9/22,72,21,Metestrus,10/20/22,9:54 AM,GM,798
071_NODJ_10M_05,igvf_005,B6,Single,Liver,NODJ,Parse_WT_Mega,v2,NA,NA,B,6,Nuclei,Male,PNM_02,NA,8/9/22,72,26,NA,10/20/22,11:36 AM,GM,1243
072_NODJ_10F_05,igvf_005,B7,Single,Liver,NODJ,Parse_WT_Mega,v2,NA,NA,B,7,Nuclei,Female,PNM_02,NA,8/9/22,72,16.4,Metestrus,10/20/22,10:18 AM,GM,800
073_NODJ_10M_05,igvf_005,B8,Single,Liver,NODJ,Parse_WT_Mega,v2,NA,NA,B,8,Nuclei,Male,PNM_02,NA,8/9/22,72,27.6,NA,10/20/22,12:02 PM,GM,1343
026_AJ_10F_05,igvf_005,C1,Single,Liver,AJ,Parse_WT_Mega,v2,NA,NA,C,1,Nuclei,Female,PNM_02,NA,7/26/22,69,23.8,Estrus,10/3/22,9:30 AM,GM,1189
029_AJ_10M_05,igvf_005,C2,Single,Liver,AJ,Parse_WT_Mega,v2,NA,NA,C,2,Nuclei,Male,PNM_02,NA,7/26/22,69,21.1,NA,10/3/22,12:20 PM,GM,828
028_AJ_10F_05,igvf_005,C3,Single,Liver,AJ,Parse_WT_Mega,v2,NA,NA,C,3,Nuclei,Female,PNM_02,NA,7/26/22,69,22.8,Estrus,10/3/22,10:00 AM,GM,1071
031_AJ_10M_05,igvf_005,C4,Single,Liver,AJ,Parse_WT_Mega,v2,NA,NA,C,4,Nuclei,Male,PNM_02,NA,7/26/22,69,18.3,NA,10/3/22,12:40 PM,GM,626
030_AJ_10F_05,igvf_005,C5,Single,Liver,AJ,Parse_WT_Mega,v2,NA,NA,C,5,Nuclei,Female,PNM_02,NA,7/26/22,69,23.9,Metestrus,10/3/22,10:30 AM,GM,1039
033_AJ_10M_05,igvf_005,C6,Single,Liver,AJ,Parse_WT_Mega,v2,NA,NA,C,6,Nuclei,Male,PNM_02,NA,7/26/22,69,23.7,NA,10/3/22,1:00 PM,GM,1065
032_AJ_10F_05,igvf_005,C7,Single,Liver,AJ,Parse_WT_Mega,v2,NA,NA,C,7,Nuclei,Female,PNM_02,NA,7/26/22,69,25,Estrus,10/3/22,11:00 AM,GM,1189
035_AJ_10M_05,igvf_005,C8,Single,Liver,AJ,Parse_WT_Mega,v2,NA,NA,C,8,Nuclei,Male,PNM_02,NA,7/26/22,69,26.5,NA,10/3/22,1:20 PM,GM,1157
076_PWKJ_10F_05,igvf_005,D1,Single,Liver,PWKJ,Parse_WT_Mega,v2,NA,NA,D,1,Nuclei,Female,PNM_02,NA,8/16/22,69,13.2,Estrus,10/24/22,9:32 AM,GM,721
077_PWKJ_10M_05,igvf_005,D2,Single,Liver,PWKJ,Parse_WT_Mega,v2,NA,NA,D,2,Nuclei,Male,PNM_02,NA,8/16/22,69,16.6,NA,10/24/22,11:21 AM,GM,984
078_PWKJ_10F_05,igvf_005,D3,Single,Liver,PWKJ,Parse_WT_Mega,v2,NA,NA,D,3,Nuclei,Female,PNM_02,NA,8/16/22,69,13.6,Estrus,10/24/22,9:58 AM,GM,846
079_PWKJ_10M_05,igvf_005,D4,Single,Liver,PWKJ,Parse_WT_Mega,v2,NA,NA,D,4,Nuclei,Male,PNM_02,NA,8/16/22,69,13.7,NA,10/24/22,11:47 AM,GM,707
080_PWKJ_10F_05,igvf_005,D5,Single,Liver,PWKJ,Parse_WT_Mega,v2,NA,NA,D,5,Nuclei,Female,PNM_02,NA,8/16/22,69,13.6,Estrus,10/24/22,10:23 AM,GM,702
081_PWKJ_10M_05,igvf_005,D6,Single,Liver,PWKJ,Parse_WT_Mega,v2,NA,NA,D,6,Nuclei,Male,PNM_02,NA,8/16/22,69,15.1,NA,10/24/22,12:15 PM,GM,841
084_PWKJ_10F_05,igvf_005,D7,Single,Liver,PWKJ,Parse_WT_Mega,v2,NA,NA,D,7,Nuclei,Female,PNM_02,NA,9/13/22,69,13.9,Proestrus,11/21/22,10:31 AM,GM,782
085_PWKJ_10M_05,igvf_005,D8,Single,Liver,PWKJ,Parse_WT_Mega,v2,NA,NA,D,8,Nuclei,Male,PNM_02,NA,9/13/22,69,17.1,NA,11/21/22,11:05 AM,GM,927
036_129S1J_10F_05,igvf_005,E1,Single,Liver,129S1J,Parse_WT_Mega,v2,NA,NA,E,1,Nuclei,Female,PNM_02,NA,7/26/22,72,19.5,Diestrus,10/6/22,8:30 AM,GM,610
037_129S1J_10M_05,igvf_005,E2,Single,Liver,129S1J,Parse_WT_Mega,v2,NA,NA,E,2,Nuclei,Male,PNM_02,NA,7/26/22,72,24.5,NA,10/6/22,10:40 AM,GM,1005
038_129S1J_10F_05,igvf_005,E3,Single,Liver,129S1J,Parse_WT_Mega,v2,NA,NA,E,3,Nuclei,Female,PNM_02,NA,7/26/22,72,21.1,Diestrus,10/6/22,9:00 AM,GM,786
041_129S1J_10M_05,igvf_005,E4,Single,Liver,129S1J,Parse_WT_Mega,v2,NA,NA,E,4,Nuclei,Male,PNM_02,NA,7/26/22,72,25.5,NA,10/6/22,11:20 AM,GM,1050
040_129S1J_10F_05,igvf_005,E5,Single,Liver,129S1J,Parse_WT_Mega,v2,NA,NA,E,5,Nuclei,Female,PNM_02,NA,7/26/22,72,20.5,Diestrus,10/6/22,9:30 AM,GM,836
043_129S1J_10M_05,igvf_005,E6,Single,Liver,129S1J,Parse_WT_Mega,v2,NA,NA,E,6,Nuclei,Male,PNM_02,NA,7/26/22,72,25,NA,10/6/22,11:40 AM,GM,1123
044_129S1J_10F_05,igvf_005,E7,Single,Liver,129S1J,Parse_WT_Mega,v2,NA,NA,E,7,Nuclei,Female,PNM_02,NA,7/26/22,72,20.6,Diestrus,10/6/22,10:20 AM,GM,863
045_129S1J_10M_05,igvf_005,E8,Single,Liver,129S1J,Parse_WT_Mega,v2,NA,NA,E,8,Nuclei,Male,PNM_02,NA,7/26/22,72,24.8,NA,10/6/22,12:00 PM,GM,934
086_CASTJ_10F_05,igvf_005,F1,Single,Liver,CASTJ,Parse_WT_Mega,v2,NA,NA,F,1,Nuclei,Female,PNM_02,NA,8/2/22,69,11.8,Diestrus,10/10/22,9:30 AM,GM,439
087_CASTJ_10M_05,igvf_005,F2,Single,Liver,CASTJ,Parse_WT_Mega,v2,NA,NA,F,2,Nuclei,Male,PNM_02,NA,8/9/22,69,15.2,NA,10/17/22,12:57 PM,GM,635
088_CASTJ_10F_05,igvf_005,F3,Single,Liver,CASTJ,Parse_WT_Mega,v2,NA,NA,F,3,Nuclei,Female,PNM_02,NA,8/2/22,69,13,Diestrus,10/10/22,10:00 AM,GM,411
089_CASTJ_10M_05,igvf_005,F4,Single,Liver,CASTJ,Parse_WT_Mega,v2,NA,NA,F,4,Nuclei,Male,PNM_02,NA,8/9/22,69,15.8,NA,10/17/22,1:43 PM,GM,638
090_CASTJ_10F_05,igvf_005,F5,Single,Liver,CASTJ,Parse_WT_Mega,v2,NA,NA,F,5,Nuclei,Female,PNM_02,NA,8/2/22,69,12.4,DiestrusProestrus,10/10/22,10:30 AM,GM,474
091_CASTJ_10M_05,igvf_005,F6,Single,Liver,CASTJ,Parse_WT_Mega,v2,NA,NA,F,6,Nuclei,Male,PNM_02,NA,8/9/22,72,16.4,NA,10/20/22,12:38 PM,GM,691
094_CASTJ_10F_05,igvf_005,F7,Single,Liver,CASTJ,Parse_WT_Mega,v2,NA,NA,F,7,Nuclei,Female,PNM_02,NA,8/16/22,69,13.6,Diestrus,10/24/22,10:48 AM,GM,520
093_CASTJ_10M_05,igvf_005,F8,Single,Liver,CASTJ,Parse_WT_Mega,v2,NA,NA,F,8,Nuclei,Male,PNM_02,NA,8/9/22,72,16.6,NA,10/20/22,1:05 PM,GM,658
